round,winner,results,year,gender,player1,player2,country1,country2,firstServe1,firstServe2,ace1,ace2,double1,double2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2,fastServe1,fastServe2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,break1,break2,return1,return2,total1,total2,winner1,winner2,error1,error2,net1,net2,FirstandSecondPointWon1,FirstandSecondPointWon2,,,,,,,,
Fourth,David Ferrer,6-2 6-1 6-4,2013,m,David Ferrer,Kei Nishikori,ESP,JPN,68,61,6,1,3,3,69,53,48,32,192,195,177,176,142,139,64,15,55,38,112,79,24,30,24,65,69,75,33.12,16.96,,,,,,,,
Fourth,Tomas Berdych,6-3 6-2 7-6(13),2013,m,Tomas Berdych,Kevin Anderson,CZE,RSA,52,68,6,11,2,1,79,64,54,43,207,210,188,190,150,158,42,29,42,33,122,101,39,38,28,42,72,61,42.66,27.52,,,,,,,,
Fourth,Nicolas Almagro,6-2 5-1 ret.,2013,m,Nicolas Almagro,Janko Tipsarevic,ESP,SRB,51,52,6,2,1,0,86,58,62,32,219,197,202,187,158,145,44,0,54,26,57,32,24,8,17,22,83,40,53.32,18.56,,,,,,,,
Fourth,Novak Djokovic,1-6 7-5 6-4 6-7(5) 12-10,2013,m,Novak Djokovic,Stanislas Wawrinka,SRB,SUI,66,62,7,16,5,2,71,68,55,52,205,222,188,194,145,158,47,39,38,34,209,200,51,69,66,93,75,69,39.05,35.36,,,,,,,,
Third,Gilles Simon,6-4 6-4 4-6 1-6 8-6,2013,m,Gilles Simon,Gael Monfils,FRA,FRA,69,66,0,9,4,11,56,67,54,43,203,205,145,170,128,152,32,36,41,45,169,179,45,49,84,94,59,58,30.24,28.81,,,,,,,,
Third,Roger Federer,6-4 7-6(5) 6-1,2013,m,Roger Federer,Bernard Tomic,SUI,AUS,69,69,11,8,4,2,88,67,45,42,207,211,187,189,156,151,19,0,40,25,120,96,46,42,20,41,87,77,39.6,28.14,,,,,,,,
Third,Andreas Seppi,6-7(2) 6-3 2-6 6-4 6-2,2013,m,Andreas Seppi,Marin Cilic,ITA,CRO,56,50,6,13,5,5,71,75,43,41,195,205,178,187,136,141,53,37,42,41,152,146,36,38,66,67,59,69,30.53,30.75,,,,,,,,
Third,Jo-Wilfried Tsonga,6-2 6-1 6-4,2013,m,Jo-Wilfried Tsonga,Blaz Kavcic,FRA,SLO,71,68,7,1,0,4,76,42,65,58,217,198,194,179,143,149,78,20,53,28,89,54,45,8,24,23,78,50,49.4,24.36,,,,,,,,
Third,Richard Gasquet,4-6 6-3 7-6(2) 6-0,2013,m,Richard Gasquet,Ivan Dodig,FRA,CRO,56,54,10,9,1,3,87,67,49,47,207,208,181,180,151,145,38,40,42,29,127,99,48,39,28,47,71,68,42.63,31.49,,,,,,,,
Third,Jeremy Chardy,6-3 6-3 6-7(3) 3-6 6-3,2013,m,Jeremy Chardy,Juan Martin Del Potro,FRA,ARG,58,67,20,13,7,3,78,74,52,51,212,208,198,190,159,152,29,29,34,33,157,151,78,36,64,35,70,44,40.56,37.74,,,,,,,,
Third,Andy Murray,6-3 6-4 7-5,2013,m,Andy Murray,Richard Berankis,GBR,LTU,68,57,13,6,0,3,71,62,38,41,210,209,175,186,136,156,46,25,47,39,110,91,24,37,27,47,61,87,26.98,25.42,,,,,,,,
Third,Tomas Berdych,6-3 6-2 6-2,2013,m,Tomas Berdych,Jurgen Melzer,CZE,AUT,64,66,12,3,1,1,82,57,63,39,214,195,194,172,156,152,50,0,49,25,97,61,42,26,19,29,73,68,51.66,22.23,,,,,,,,
Third,David Ferrer,6-4 6-2 6-3,2013,m,David Ferrer,Marcos Baghdatis,ESP,CYP,64,57,5,4,1,1,69,53,58,52,192,207,176,190,144,145,67,40,47,35,91,70,25,16,30,42,75,55,40.02,27.56,,,,,,,,
Third,Stanislas Wawrinka,7-6(6) 7-5 6-4,2013,m,Stanislas Wawrinka,Sam Querrey,SUI,USA,53,68,13,11,5,3,84,79,57,44,217,215,196,196,159,153,38,25,32,29,111,105,45,43,31,29,71,71,47.88,34.76,,,,,,,,
Third,Novak Djokovic,6-4 6-3 7-5,2013,m,Novak Djokovic,Radek Stepanek,SRB,CZE,66,69,7,4,1,3,86,69,66,42,204,203,187,186,153,156,27,0,39,21,109,83,37,26,19,37,68,54,56.76,28.98,,,,,,,,
Third,Kevin Anderson,4-6 6-3 4-6 7-6(4) 6-2,2013,m,Kevin Anderson,Fernando Verdasco,RSA,ESP,76,67,9,5,4,4,76,68,46,55,214,210,196,178,171,155,36,44,36,31,160,149,55,52,46,42,67,84,34.96,37.4,,,,,,,,
Third,Kei Nishikori,7-6(3) 6-2 6-3,2013,m,Kei Nishikori,Evgeny Donskoy,JPN,RUS,68,55,7,5,1,1,77,69,65,41,191,200,170,179,137,145,57,25,43,27,111,78,29,13,33,37,100,50,50.05,28.29,,,,,,,,
Third,Janko Tipsarevic,3-6 6-4 2-6 6-4 6-3,2013,m,Janko Tipsarevic,Julien Benneteau,SRB,FRA,53,63,13,12,1,3,67,73,70,53,203,199,185,175,142,141,30,75,34,32,138,136,48,47,46,55,62,64,46.9,38.69,,,,,,,,
Second,Gael Monfils,7-6(5) 4-6 0-6 6-1 8-6,2013,m,Gael Monfils,Yen-Hsun Lu,FRA,TPE,57,65,29,10,23,5,77,75,42,46,217,200,187,188,157,152,50,50,35,38,159,167,59,45,72,49,73,62,32.34,34.5,,,,,,,,
Second,Blaz Kavcic,3-6 6-3 6-4 6-7(3) 10-8,2013,m,Blaz Kavcic,James Duckworth,SLO,AUS,60,59,22,25,8,6,78,73,47,44,203,225,184,190,147,151,29,33,39,34,200,180,71,76,48,72,65,67,36.66,32.12,,,,,,,,
Second,Jeremy Chardy,6-3 3-6 6-1 6-2,2013,m,Jeremy Chardy,Marcel Granollers,FRA,ESP,72,76,7,5,6,4,80,65,48,45,219,216,197,175,163,140,45,13,40,29,112,86,45,18,40,19,64,70,38.4,29.25,,,,,,,,
Second,Richard Berankis,6-2 6-3 6-1,2013,m,Richard Berankis,Florian Mayer,LTU,GER,54,64,5,4,0,3,82,65,69,27,205,191,189,179,158,143,60,0,49,24,88,54,36,14,18,23,67,56,56.58,17.55,,,,,,,,
Second,Bernard Tomic,6-7(4) 7-5 7-6(3) 7-6(8),2013,m,Bernard Tomic,Daniel Brands,AUS,GER,77,66,26,23,3,4,78,76,59,65,207,217,183,203,147,160,14,0,28,26,153,154,59,73,34,41,71,79,46.02,49.4,,,,,,,,
Second,Gilles Simon,2-6 6-3 7-6(4) 6-2,2013,m,Gilles Simon,Jesse Levine,FRA,CAN,52,60,12,7,8,5,78,69,50,47,202,201,172,176,134,149,33,30,40,35,135,121,46,39,55,67,63,74,39,32.43,,,,,,,,
Second,Juan Martin Del Potro,6-2 6-4 6-2,2013,m,Juan Martin Del Potro,Benjamin Becker,ARG,GER,73,52,22,10,2,3,87,68,50,42,218,213,194,195,157,154,50,0,44,23,93,61,50,33,18,23,88,73,43.5,28.56,,,,,,,,
Second,Philipp Kohlschreiber,6-2 7-6(4) 6-4,2013,m,Philipp Kohlschreiber,Amir Weintraub,GER,ISR,60,72,12,8,0,3,91,71,66,50,209,204,181,183,150,145,50,0,35,19,104,78,40,31,14,40,70,27,60.06,35.5,,,,,,,,
Second,Jo-Wilfried Tsonga,6-3 7-6(1) 6-3,2013,m,Jo-Wilfried Tsonga,Go Soeda,FRA,JPN,58,55,17,5,2,3,83,74,57,57,217,200,189,182,147,148,75,25,33,28,98,80,44,20,33,26,85,68,47.31,42.18,,,,,,,,
Second,Richard Gasquet,6-3 6-2 6-2,2013,m,Richard Gasquet,Alejandro Falla,FRA,COL,58,70,13,7,1,1,80,59,62,24,207,196,187,179,149,130,46,50,51,28,93,60,41,25,13,36,63,57,49.6,14.16,,,,,,,,
Second,Kei Nishikori,7-6(4) 6-4 6-1,2013,m,Kei Nishikori,Carlos Berlocq,JPN,ARG,69,64,6,3,3,6,72,60,50,36,188,207,167,185,135,148,50,60,45,34,107,81,47,24,31,40,68,62,36,21.6,,,,,,,,
Second,Tomas Berdych,6-2 6-2 6-4,2013,m,Tomas Berdych,Guillaume Rufin,CZE,FRA,63,56,8,6,2,7,78,68,63,32,212,205,194,191,157,155,38,25,44,27,101,73,30,19,24,38,54,68,49.14,21.76,,,,,,,,
Second,David Ferrer,6-0 7-5 4-6 6-3,2013,m,David Ferrer,Tim Smyczek,ESP,USA,60,66,3,4,3,3,74,61,56,39,192,207,170,178,140,143,33,30,45,32,128,101,21,39,24,77,81,75,41.44,23.79,,,,,,,,
Second,Julien Benneteau,4-6 7-5 7-6(5) 7-6(5),2013,m,Julien Benneteau,Edouard Roger-Vasselin,FRA,FRA,64,69,9,13,5,7,67,64,55,45,202,197,173,177,142,142,41,47,42,37,163,152,62,62,43,57,54,68,36.85,28.8,,,,,,,,
Second,Radek Stepanek,6-2 6-2 6-4,2013,m,Radek Stepanek,Feliciano Lopez,CZE,ESP,72,59,13,14,2,5,79,71,50,35,196,215,180,193,149,155,56,0,43,29,92,70,31,30,14,35,59,53,39.5,24.85,,,,,,,,
Second,Stanislas Wawrinka,6-3 7-6(4) ret.,2013,m,Stanislas Wawrinka,Tobias Kamke,SUI,GER,52,60,11,0,4,4,77,62,45,47,218,191,191,174,156,146,27,29,42,37,90,82,34,11,51,26,83,36,34.65,29.14,,,,,,,,
Second,Marcos Baghdatis,3-6 6-3 6-2 6-2,2013,m,Marcos Baghdatis,Tatsuma Ito,CYP,JPN,52,59,6,2,2,1,73,66,62,45,208,211,187,181,149,146,35,50,42,31,113,96,25,25,32,53,57,74,45.26,29.7,,,,,,,,
Second,Sam Querrey,6-7(2) 1-1 ret.,2013,m,Sam Querrey,Brian Baker,USA,USA,64,66,5,5,1,0,70,71,53,61,204,199,183,175,150,144,20,25,32,35,47,53,17,19,18,16,50,79,37.1,43.31,,,,,,,,
Second,Jerzy Janowicz,6-7(10) 3-6 6-1 6-0 7-5,2013,m,Jerzy Janowicz,Somdev Devvarman,POL,IND,61,63,15,9,12,3,70,62,45,47,221,191,195,163,154,135,45,22,43,37,172,157,91,33,88,20,65,59,31.5,29.14,,,,,,,,
Second,Kevin Anderson,6-1 7-5 6-4,2013,m,Kevin Anderson,Andrey Kuznetsov,RSA,RUS,73,60,19,6,2,5,80,67,50,46,217,196,196,176,162,141,44,0,41,28,101,76,39,35,16,33,38,67,40,30.82,,,,,,,,
Second,Janko Tipsarevic,6-3 6-4 3-6 4-6 7-5,2013,m,Janko Tipsarevic,Lukas Lacko,SRB,SVK,61,65,15,12,3,1,73,73,51,50,199,206,180,179,138,146,45,27,35,35,155,156,48,57,44,61,59,70,37.23,36.5,,,,,,,,
Second,Fernando Verdasco,6-1 6-3 6-2,2013,m,Fernando Verdasco,Xavier Malisse,ESP,BEL,72,49,2,3,3,5,68,60,62,30,207,200,177,182,155,141,53,33,55,34,99,66,31,14,30,45,88,64,42.16,18,,,,,,,,
Second,Nicolas Almagro,6-4 6-1 6-2,2013,m,Nicolas Almagro,Daniel Gimeno-Traver,ESP,ESP,64,49,10,4,2,8,79,66,50,43,217,202,199,187,154,149,60,17,42,31,93,68,26,16,25,34,73,50,39.5,28.38,,,,,,,,
First,James Duckworth,6-4 7-6(8) 4-6 5-7 8-6,2013,m,James Duckworth,Benjamin Mitchell,AUS,AUS,62,55,28,14,4,9,78,69,44,54,221,207,180,181,135,136,33,31,36,34,208,199,61,56,77,71,59,52,34.32,37.26,,,,,,,,
First,Marin Cilic,6-4 7-5 6-2,2013,m,Marin Cilic,Marinko Matosevic,CRO,AUS,55,48,9,2,3,8,76,70,60,50,208,196,190,185,141,147,40,0,37,30,109,86,34,19,33,40,74,60,45.6,35,,,,,,,,
First,Gael Monfils,6-7(7) 7-6(4) 6-3 6-3,2013,m,Gael Monfils,Alexandr Dolgopolov,FRA,UKR,61,56,26,7,16,5,83,67,44,53,217,213,193,187,156,146,44,57,38,29,145,128,56,46,57,55,71,61,36.52,35.51,,,,,,,,
First,Ivan Dodig,7-5 4-6 6-3 6-3,2013,m,Ivan Dodig,Di Wu,CRO,CHN,54,57,14,4,2,6,67,64,52,46,213,197,181,165,152,140,40,42,42,39,139,128,50,35,58,53,63,61,34.84,29.44,,,,,,,,
First,Gilles Simon,2-6 6-3 6-2 6-2,2013,m,Gilles Simon,Filippo Volandri,FRA,ITA,58,65,8,1,4,1,67,56,67,50,191,185,163,165,128,134,50,60,46,32,109,86,29,21,35,53,63,51,44.89,28,,,,,,,,
First,Jo-Wilfried Tsonga,6-4 7-5 6-2,2013,m,Jo-Wilfried Tsonga,Michael Llodra,FRA,FRA,71,55,12,5,4,3,82,66,60,58,221,208,187,188,157,162,50,0,36,24,96,74,38,20,18,28,80,54,49.2,38.28,,,,,,,,
First,Milos Raonic,3-6 6-1 6-2 7-6(0),2013,m,Milos Raonic,Jan Hajek,CAN,CZE,63,66,30,3,5,1,82,62,63,52,223,199,196,171,176,134,27,20,41,24,133,102,57,24,50,40,57,50,51.66,32.24,,,,,,,,
First,Go Soeda,6-7(4) 6-3 6-2 6-3,2013,m,Go Soeda,Luke Saville,JPN,AUS,56,62,6,8,3,7,72,53,54,48,197,198,175,177,145,149,44,60,46,35,142,108,38,41,36,54,73,59,38.88,25.44,,,,,,,,
First,Andy Murray,6-3 6-1 6-3,2013,m,Andy Murray,Robin Haase,GBR,NED,73,49,4,2,1,1,72,55,50,38,205,202,160,184,131,157,62,29,53,33,85,56,25,18,20,35,59,56,36,20.9,,,,,,,,
First,Roger Federer,6-2 6-4 6-1,2013,m,Roger Federer,Benoit Paire,SUI,FRA,64,60,3,8,0,8,84,64,60,33,208,204,185,185,156,142,50,0,44,25,95,63,25,21,18,27,81,38,50.4,21.12,,,,,,,,
First,Jarkko Nieminen,7-6(3) 4-6 6-3 4-6 8-6,2013,m,Jarkko Nieminen,Tommy Haas,FIN,GER,65,54,19,17,4,8,70,68,50,57,205,199,172,185,128,161,50,42,35,36,182,179,66,64,69,83,64,63,35,38.76,,,,,,,,
First,Richard Gasquet,7-5 6-2 6-1,2013,m,Richard Gasquet,Albert Montanes,FRA,ESP,60,64,13,6,0,5,88,62,63,38,204,196,169,169,138,136,60,100,44,22,95,63,45,23,26,31,76,60,55.44,23.56,,,,,,,,
First,Philipp Kohlschreiber,6-2 6-3 6-4,2013,m,Philipp Kohlschreiber,Steve Darcis,GER,BEL,66,54,10,0,2,4,92,63,46,57,208,183,180,173,144,140,44,0,38,23,90,66,25,20,19,25,73,61,42.32,35.91,,,,,,,,
First,Marcos Baghdatis,6-7(0) 7-6(4) 6-4 3-6 6-3,2013,m,Marcos Baghdatis,Albert Ramos,CYP,ESP,59,62,21,5,3,9,73,75,49,41,206,192,184,168,144,143,31,21,36,37,185,186,61,52,80,78,74,71,35.77,30.75,,,,,,,,
First,Nicolas Almagro,7-5 6-7(4) 6-2 6-7(6) 6-2,2013,m,Nicolas Almagro,Steve Johnson,ESP,USA,53,59,34,21,6,8,80,79,64,37,216,208,192,190,151,158,47,40,36,26,175,144,62,59,29,61,68,61,51.2,29.23,,,,,,,,
First,Novak Djokovic,6-2 6-4 7-5,2013,m,Novak Djokovic,Paul-Henri Mathieu,SRB,FRA,64,67,9,5,2,4,84,72,75,39,202,200,186,182,154,158,57,0,37,19,95,68,31,27,15,32,75,57,63,28.08,,,,,,,,
First,Kevin Anderson,3-6 7-6(3) 6-3 6-4,2013,m,Kevin Anderson,Paolo Lorenzi,RSA,ITA,75,65,9,5,2,3,73,76,55,43,214,210,188,184,155,139,38,43,35,31,137,124,55,38,48,38,66,67,40.15,32.68,,,,,,,,
First,Tatsuma Ito,6-4 6-4 3-6 0-6 7-5,2013,m,Tatsuma Ito,John Millman,JPN,AUS,50,61,3,17,9,10,62,69,48,43,209,198,183,179,147,147,33,53,39,43,153,165,37,38,102,80,62,67,29.76,29.67,,,,,,,,
First,Jerzy Janowicz,7-5 6-4 6-3,2013,m,Jerzy Janowicz,Simone Bolelli,POL,ITA,60,56,12,3,4,3,81,58,43,53,228,205,195,181,157,149,67,40,43,33,108,89,31,23,38,44,50,62,34.83,30.74,,,,,,,,
First,Ryan Harrison,2-6 6-4 7-5 6-4,2013,m,Ryan Harrison,Santiago Giraldo,USA,COL,62,69,10,3,2,3,68,67,59,43,210,199,182,171,159,129,46,36,40,35,128,119,29,42,46,55,58,74,40.12,28.81,,,,,,,,
First,Andrey Kuznetsov,7-6(3) 6-1 6-1,2013,m,Andrey Kuznetsov,Juan Monaco,RUS,ARG,54,61,5,1,6,3,66,35,47,48,194,191,166,159,135,137,60,36,58,40,101,72,28,9,49,46,72,50,31.02,16.8,,,,,,,,
First,Kei Nishikori,6-7(5) 6-3 6-1 6-3,2013,m,Kei Nishikori,Victor Hanescu,JPN,ROU,74,67,6,6,5,3,71,63,56,46,198,198,167,181,140,146,44,33,41,32,133,111,46,29,50,38,69,54,39.76,28.98,,,,,,,,
First,Janko Tipsarevic,7-6(4) 7-5 6-3,2013,m,Janko Tipsarevic,Lleyton Hewitt,SRB,AUS,60,49,14,5,1,3,78,68,49,43,202,195,187,169,144,137,38,60,44,33,128,106,47,40,38,48,56,65,38.22,29.24,,,,,,,,
First,David Ferrer,6-3 6-4 6-2,2013,m,David Ferrer,Olivier Rochus,ESP,BEL,68,60,2,0,0,2,77,59,65,47,190,172,174,162,143,135,40,40,45,27,91,65,30,23,17,31,74,71,50.05,27.73,,,,,,,,
First,Fernando Verdasco,6-3 3-6 4-6 6-3 6-4,2013,m,Fernando Verdasco,David Goffin,ESP,BEL,59,61,5,6,9,12,72,71,53,44,215,199,182,175,154,149,67,38,36,33,142,128,45,28,58,54,67,64,38.16,31.24,,,,,,,,
First,Tomas Berdych,6-3 7-5 6-3,2013,m,Tomas Berdych,Michael Russell,CZE,USA,51,74,5,1,2,2,74,61,60,38,215,190,184,166,139,140,50,25,44,32,104,81,29,16,37,42,69,71,44.4,23.18,,,,,,,,
Final,Roger Federer,7-6(3) 6-4 6-2,2004,m,Roger Federer,Marat Safin,SUI,RUS,53,49,8,3,2,5,75,63,60,47,201,209,178,187,140,140,28,67,45,32,113,93,40,19,28,41,68,55,45,29.61,,,,,,,,
semi,Roger Federer,6-4 6-1 6-4,2004,m,Roger Federer,Juan Carlos Ferrero,SUI,ESP,72,58,11,6,1,0,83,66,43,53,195,195,179,177,144,144,67,0,39,28,88,66,34,21,22,19,76,58,35.69,34.98,,,,,,,,
semi,Marat Safin,7-6(6) 7-6(6) 5-7 1-6 6-3,2004,m,Marat Safin,Andre Agassi,RUS,USA,55,59,33,10,0,2,77,76,56,52,211,198,195,176,148,148,29,50,34,32,170,171,79,44,48,33,54,82,43.12,39.52,,,,,,,,
quarter,Juan Carlos Ferrero,6-1 7-6(6) 7-6(5),2004,m,Juan Carlos Ferrero,Hicham Arazi,ESP,MAR,54,63,19,18,6,2,74,75,56,56,211,219,191,197,161,161,36,43,32,34,148,154,60,50,52,55,69,68,41.44,42,,,,,,,,
quarter,Roger Federer,7-5 6-4 5-7 6-3,2004,m,Roger Federer,David Nalbandian,SUI,ARG,60,65,20,5,3,2,83,68,43,61,200,185,181,167,139,139,42,27,34,33,125,119,50,26,55,30,79,57,35.69,41.48,,,,,,,,
quarter,Marat Safin,2-6 6-3 7-5 6-7(0) 6-4,2004,m,Marat Safin,Andy Roddick,RUS,USA,54,63,19,18,6,2,74,75,56,56,211,219,191,197,161,161,36,43,32,34,148,154,60,50,52,55,69,68,41.44,42,,,,,,,,
Fourth,Hicham Arazi,6-2 6-2 6-4,2004,m,Hicham Arazi,Mark Philippoussis,MAR,AUS,63,66,7,8,2,5,78,70,53,27,195,209,172,191,151,151,50,0,45,31,99,75,34,34,10,38,89,64,41.34,18.9,,,,,,,,
Fourth,Roger Federer,4-6 6-3 6-0 6-4,2004,m,Roger Federer,Lleyton Hewitt,SUI,AUS,59,65,14,5,4,5,74,66,56,49,200,200,179,175,146,146,38,14,40,33,123,107,53,17,41,29,60,41,41.44,32.34,,,,,,,,
Fourth,David Nalbandian,6-4 6-2 6-1,2004,m,David Nalbandian,Guillermo Canas,ARG,ARG,61,57,8,5,1,7,80,62,65,33,196,200,169,173,147,147,47,33,51,25,97,63,42,11,31,28,78,43,52,20.46,,,,,,,,
Fourth,Juan Carlos Ferrero,6-4 3-6 6-3 6-2,2004,m,Juan Carlos Ferrero,Andrei Pavel,ESP,ROU,60,60,11,17,4,3,75,62,61,59,198,204,175,178,142,142,31,33,39,30,133,117,53,34,40,34,86,59,45.75,36.58,,,,,,,,
Fourth,Andre Agassi,7-6(3) 6-3 6-4,2004,m,Andre Agassi,Paradorn Srichaphan,USA,THA,59,63,5,7,3,5,89,69,53,44,193,201,172,182,156,156,21,13,41,26,112,87,31,39,28,44,79,50,47.17,30.36,,,,,,,,
Fourth,Marat Safin,7-6(3) 6-3 6-7(6) 6-3,2004,m,Marat Safin,James Blake,RUS,USA,53,63,20,2,1,2,78,70,49,50,211,204,192,179,143,143,38,27,37,35,145,134,50,44,35,50,64,69,38.22,35,,,,,,,,
Fourth,Andy Roddick,6-1 6-2 6-3,2004,m,Andy Roddick,Sjeng Schalken,USA,NED,64,77,14,1,1,3,89,59,48,20,220,177,202,164,142,142,100,0,50,26,83,50,27,11,19,31,70,71,42.72,11.8,,,,,,,,
Fourth,Sebastien Grosjean,6-4 3-6 6-4 6-1,2004,m,Sebastien Grosjean,Robby Ginepri,FRA,USA,58,64,4,3,2,5,77,61,57,51,201,193,175,174,145,145,75,60,43,31,112,90,36,30,28,50,71,60,43.89,31.11,,,,,,,,
Third,Roger Federer,6-3 6-0 6-1,2004,m,Roger Federer,Todd Reid,SUI,AUS,54,58,5,1,3,3,74,44,65,33,193,196,173,159,129,129,57,100,61,30,83,45,31,6,29,31,79,46,48.1,14.52,,,,,,,,
Third,Hicham Arazi,2-6 7-6(2) 6-2 6-1,2004,m,Hicham Arazi,Albert Costa,MAR,ESP,59,57,10,12,1,3,73,73,48,43,193,195,165,177,136,136,83,17,40,38,137,121,53,40,40,56,75,54,35.04,31.39,,,,,,,,
Third,Andrei Pavel,4-6 3-6 7-5 7-6(3) 6-4,2004,m,Andrei Pavel,Jiri Novak,ROU,CZE,67,58,15,7,4,5,70,69,44,48,201,188,176,174,139,139,40,43,40,39,180,180,73,56,60,55,70,77,30.8,33.12,,,,,,,,
Third,Guillermo Canas,6-7(5) 5-7 7-6(3) 7-5 9-7,2004,m,Guillermo Canas,Tim Henman,ARG,GBR,73,68,4,9,4,9,67,73,63,50,196,195,162,173,145,145,50,25,34,34,211,209,65,100,24,74,62,63,42.21,36.5,,,,,,,,
Third,David Nalbandian,6-2 6-4 7-5,2004,m,David Nalbandian,Wayne Ferreira,ARG,RSA,57,61,3,3,8,0,79,65,61,45,190,187,169,171,143,143,71,50,42,29,96,73,24,21,24,32,81,56,48.19,29.25,,,,,,,,
Third,Juan Carlos Ferrero,6-1 7-6(4) 6-7(5) 6-4,2004,m,Juan Carlos Ferrero,Joachim Johansson,ESP,SWE,64,69,14,19,3,7,84,69,51,48,196,225,176,195,170,170,33,25,37,28,138,117,35,55,17,52,75,59,42.84,33.12,,,,,,,,
Third,Lleyton Hewitt,7-6(2) 7-6(5) 6-2,2004,m,Lleyton Hewitt,Rafael Nadal,AUS,ESP,53,70,9,1,2,2,72,65,61,52,198,182,176,164,137,137,40,33,39,33,111,96,28,32,37,36,68,65,43.92,33.8,,,,,,,,
Third,Mark Philippoussis,6-4 7-6(2) 6-2,2004,m,Mark Philippoussis,Mario Ancic,AUS,CRO,49,58,9,10,2,0,82,61,58,50,211,206,193,192,154,154,56,25,44,30,111,84,37,30,29,43,71,53,47.56,30.5,,,,,,,,
Third,James Blake,6-1 6-3 6-2,2004,m,James Blake,Olivier Patience,USA,FRA,65,65,7,3,1,1,80,55,58,28,203,196,178,176,147,147,54,100,55,28,94,56,41,12,18,21,83,53,46.4,15.4,,,,,,,,
Third,Robby Ginepri,6-2 6-3 6-4,2004,m,Robby Ginepri,Nicolas Escude,USA,FRA,61,66,10,7,4,4,72,73,56,36,193,188,173,175,143,143,50,14,39,34,90,77,32,34,22,30,38,63,40.32,26.28,,,,,,,,
Third,Andre Agassi,6-0 6-3 6-3,2004,m,Andre Agassi,Thomas Enqvist,USA,SWE,59,46,9,5,3,6,83,60,44,34,190,201,171,190,157,157,78,20,54,33,88,56,23,19,21,46,100,56,36.52,20.4,,,,,,,,
Third,Marat Safin,7-5 1-6 4-6 6-0 7-5,2004,m,Marat Safin,Todd Martin,RUS,USA,54,62,9,10,3,5,75,77,54,46,211,198,187,179,153,153,56,43,35,35,151,148,53,57,32,43,66,68,40.5,35.42,,,,,,,,
Third,Paradorn Srichaphan,6-3 7-5 6-4,2004,m,Paradorn Srichaphan,Gustavo Kuerten,THA,BRA,63,62,6,7,2,2,76,74,66,39,200,203,180,174,140,140,50,67,40,28,96,76,49,20,22,20,81,60,50.16,28.86,,,,,,,,
Third,Sjeng Schalken,7-6(1) 6-4 6-1,2004,m,Sjeng Schalken,Jurgen Melzer,NED,AUT,75,51,1,3,3,5,71,58,52,48,174,198,155,177,143,143,36,18,47,34,115,86,22,28,26,64,77,62,36.92,27.84,,,,,,,,
Third,Sebastien Grosjean,2-6 6-4 6-1 6-3,2004,m,Sebastien Grosjean,Dominik Hrbaty,FRA,SVK,57,65,10,1,0,3,80,63,46,45,203,198,187,178,143,143,50,100,43,34,106,93,42,20,42,39,74,55,36.8,28.35,,,,,,,,
Third,Andy Roddick,6-2 6-0 6-2,2004,m,Andy Roddick,Taylor Dent,USA,USA,61,51,4,2,1,11,86,51,46,27,222,219,199,190,164,164,73,100,60,30,84,45,30,13,11,26,88,48,39.56,13.77,,,,,,,,
Second,Hicham Arazi,3-6 6-1 6-2 ret.,2004,m,Hicham Arazi,Cyril Saulnier,MAR,FRA,49,58,1,2,2,2,71,69,63,40,191,196,163,179,149,149,100,50,43,33,72,57,17,15,17,41,73,54,44.73,27.6,,,,,,,,
Second,Todd Reid,6-3 6-4 4-6 6-7(6) 6-4,2004,m,Todd Reid,Sargis Sargsian,AUS,ARM,74,79,7,7,4,3,63,58,39,55,190,191,162,150,134,134,71,40,43,43,167,165,45,46,45,53,54,77,24.57,31.9,,,,,,,,
Second,Mario Ancic,6-4 1-6 6-3 6-7(4) 7-5,2004,m,Mario Ancic,Alex Corretja,CRO,ESP,59,65,8,2,6,8,69,63,48,56,201,190,182,160,146,146,35,29,39,40,174,173,56,34,82,60,60,74,33.12,35.28,,,,,,,,
Second,Mark Philippoussis,4-6 6-3 6-4 6-2,2004,m,Mark Philippoussis,Fabrice Santoro,AUS,FRA,59,66,17,9,3,3,81,67,49,44,209,188,192,168,132,132,31,40,41,32,131,112,67,27,41,15,75,57,39.69,29.48,,,,,,,,
Second,Rafael Nadal,6-4 3-6 7-5 6-1,2004,m,Rafael Nadal,Thierry Ascione,ESP,FRA,69,61,0,5,5,4,72,55,47,53,185,204,155,171,147,147,37,40,46,35,136,116,29,40,40,73,70,60,33.84,29.15,,,,,,,,
Second,Roger Federer,6-2 6-3 6-4,2004,m,Roger Federer,Jeff Morrison,SUI,USA,62,59,5,8,2,0,77,67,66,45,198,211,179,191,159,159,36,0,42,27,100,77,32,31,15,14,77,48,50.82,30.15,,,,,,,,
Second,Tim Henman,6-2 4-6 6-3 6-0,2004,m,Tim Henman,Radek Stepanek,GBR,CZE,61,57,3,3,4,5,77,67,67,38,191,193,173,174,153,153,58,40,46,27,116,82,39,32,25,25,68,52,51.59,25.46,,,,,,,,
Second,Albert Costa,6-7(5) 7-5 4-6 6-4 8-6,2004,m,Albert Costa,Wayne Arthurs,ESP,AUS,59,58,11,39,7,12,74,75,55,46,200,212,173,180,157,157,46,50,37,34,189,176,60,91,25,82,68,57,40.7,34.5,,,,,,,,
